clean_text,conversation_id,id,,,meta.tag,reply_to,speaker,text,timestamp,vectors
Uhhuh.  So  youre on it a lot. ,2405-0,2405-23,,,"[['Uh-huh.  /', 'b'], [""{C So } you're on it a lot. /"", 'qy^d']]",2405-22,1176,Uh-huh.  /{C So } you're on it a lot. /,,[]
"Yeah, any more I dont even know  if they have,  if a college kid would have  a typewriter . ",2405-0,2405-76,,,"[['Yeah,  /', 'aa'], [""any more I don't even know [ if they have, +  if a college kid would have ] a typewriter <laughter>. /"", 'qy^d']]",2405-75,1096,"Yeah,  /any more I don't even know [ if they have, +  if a college kid would have ] a typewriter <laughter>. /",,[]
 Oh  ,2405-0,2405-87,,,"[['{F Oh } --', 'qy^d']]",2405-86,1176,{F Oh } --,,[]
"  Oh,  youre  kidding. ",2407-0,2407-60,,,"[[""# {F Oh, } you're # kidding. /"", 'qy^d']]",2407-59,1149,"# {F Oh, } you're # kidding. /",,[]
" I,   uh,  I  guess you can get an earlier harvest by doing that, ",2427-0,2427-61,,,"[['[ I, + {F uh, } I ] guess you can get an  earlier harvest by doing that, /', 'qy^d']]",2427-60,1133,"[ I, + {F uh, } I ] guess you can get an  earlier harvest by doing that, /",,[]
"Right  and  the weed come up, ",2427-0,2427-121,,,"[['Right  /', 'b'], ['{C and } the weed come up, /', 'qy^d']]",2427-120,1133,"Right  /{C and } the weed come up, /",,[]
"Uhhuh, yeah.  Maybe it,  maybe it  speeded up the process and all that. ",2442-0,2442-60,,,"[['Uh-huh,  /', 'aa'], ['yeah.  /', 'aa'], ['[ Maybe it, + maybe it ]  speeded up the process and all that. /', 'qy^d']]",2442-59,1026,"Uh-huh,  /yeah.  /[ Maybe it, + maybe it ]  speeded up the process and all that. /",,[]
"Yeah,   I,  I  imagine  his,  his  opinion is a little bit towards the one  there, ",2490-0,2490-45,,,"[['Yeah, <laughter>  /', 'b'], ['[ I, + I ] imagine [ his, + his ]  opinion is a little bit towards the one # there, #', 'qy^d']]",2490-44,1106,"Yeah, <laughter>  /[ I, + I ] imagine [ his, + his ]  opinion is a little bit towards the one # there, #",,[]
Not really. ,2492-0,2492-30,,,"[['Not really. /', 'qy^d']]",2492-29,1122,Not really. /,,[]
" I mean,  Im sure you heard  about  ",2504-0,2504-40,,,"[[""{E I mean, } I'm sure you heard # about # --"", 'qy^d']]",2504-39,1123,"{E I mean, } I'm sure you heard # about # --",,[]
" Oh,  yeah, , definitely.  But,  I know that its got to have a radio, its got to have air conditioning, , Im sure you can,  uh,  relate to air conditioning .",2526-0,2526-60,,,"[['{F Oh, } yeah, <laughter>,  /', 'aa'], ['definitely.  /', 'aa'], [""{C But, }   I know that it's got to have a radio, it's got to have air conditioning, <laughter>,  /"", 'sd'], [""I'm sure you can, {F uh, } relate to air conditioning <laughter>."", 'qy^d']]",2526-59,1024,"{F Oh, } yeah, <laughter>,  /definitely.  /{C But, }   I know that it's got to have a radio, it's got to have air conditioning, <laughter>,  /I'm sure you can, {F uh, } relate to air conditioning <laughter>.",,[]
"Weve got a good video place out here  and,   uh,   uh,   oh  gosh,  uh,  Im just  trying to think of all the movies Ive recently seen.  Uh,   oh,  AIR AMERICA. ",2568-0,2568-7,,,"[[""We've got a good video place out here  /"", 'sd'], [""{C and, }  {F uh, } {F uh, } {F oh } gosh, {F uh, } I'm just <laughter>  trying to think of all the movies I've recently seen.  {F Uh, }  /"", 'sd'], ['{F oh, } AIR AMERICA. /', 'qy^d']]",2568-6,1093,"We've got a good video place out here  /{C and, }  {F uh, } {F uh, } {F oh } gosh, {F uh, } I'm just <laughter>  trying to think of all the movies I've recently seen.  {F Uh, }  /{F oh, } AIR AMERICA. /",,[]
"That does sound good, is it one,  I guess its a rental. ",2568-0,2568-52,,,"[['That does sound good,  /', 'ba'], ['is it one, - /', '%'], [""I guess it's a rental. /"", 'qy^d']]",2568-51,1168,"That does sound good,  /is it one, - /I guess it's a rental. /",,[]
" And,   um,  I dont know if you like this kind,  but  I thought PRETTY WOMAN was a really good movie, too. ",2568-0,2568-102,,,"[[""{C And, }  {F um, } I don't know if you like this kind,  /"", 'qy^d'], ['{C but } I thought PRETTY WOMAN was a really good movie, too. /', 'sv']]",2568-101,1168,"{C And, }  {F um, } I don't know if you like this kind,  /{C but } I thought PRETTY WOMAN was a really good movie, too. /",,[]
"It must have,  uh,  whats his name in it. ",2568-0,2568-110,,,"[[""It must have, {F uh, } what's his name in it. /"", 'qy^d']]",2568-109,1168,"It must have, {F uh, } what's his name in it. /",,[]
" Oh  really,  that must be pretty good then, was it good. ",2568-0,2568-120,,,"[['{F Oh } really,  <laughter>  that must be pretty good then,  /', 'qy^d'], ['was it good. /', 'qy']]",2568-119,1168,"{F Oh } really,  <laughter>  that must be pretty good then,  /was it good. /",,[]
I hope youre ready for this. ,2634-0,2634-3,,,"[[""I hope you're ready for this. /"", 'qy^d']]",2634-2,1110,I hope you're ready for this. /,,[]
"When  you,   I mean,  youve  heard  the,  the  slogan,  um,  if you outlaw guns then only out laws will have guns. ",2634-0,2634-15,,,"[[""When [ you, + {E I mean, } you've ]  heard [ the, + the ] slogan,  {F um, } if you outlaw guns then only out laws will have guns. /"", 'qy^d']]",2634-14,1110,"When [ you, + {E I mean, } you've ]  heard [ the, + the ] slogan,  {F um, } if you outlaw guns then only out laws will have guns. /",,[]
"Oh, boy, hes a big one. ",2650-0,2650-13,,,"[['Oh, /', 'bk'], [""boy,  he's a big one. /"", 'qy^d']]",2650-12,1093,"Oh, /boy,  he's a big one. /",,[]
"Last year it was D C, I guess Baltimore caught them. ",2717-0,2717-41,,,"[['Last year it was D C,  /', 'sd'], ['I guess Baltimore caught them. /', 'qy^d']]",2717-40,1117,"Last year it was D C,  /I guess Baltimore caught them. /",,[]
" The,  the  penalty phase, yeah, theyve, decide the penalty separately from the verdict. ",2717-0,2717-83,,,"[['[ The, + the ] penalty phase,  /', 'qy^d'], ['yeah,  /', '%'], [""they've, decide the penalty separately from the verdict. /"", 'qy^d']]",2717-82,1117,"[ The, + the ] penalty phase,  /yeah,  /they've, decide the penalty separately from the verdict. /",,[]
" They,  they  dont have a broad based income tax that funds the educational system, ",2784-0,2784-34,,,"[[""[ They, + they ] don't have a broad based income tax that funds the educational system, /"", 'qy^d']]",2784-33,1170,"[ They, + they ] don't have a broad based income tax that funds the educational system, /",,[]
" But  that helps a lot, ",2826-0,2826-134,,,"[['{C But } that helps a lot, /', 'qy^d']]",2826-133,1105,"{C But } that helps a lot, /",,[]
"  Oh,  Im sure he appreciated that  ",2860-0,2860-148,,,"[[""# {F Oh, } I'm sure he appreciated that! # /"", 'qy^d']]",2860-147,1105,"# {F Oh, } I'm sure he appreciated that! # /",,[]
"Yeah,  well  they might be car pooling too. Do they car pool in? Are they driven by themselves. ",2866-0,2866-88,,,"[['Yeah,  /', 'aa'], ['{D well } they might be car pooling too.  /', 'qy^d'], ['Do they car pool in?  /', 'qy'], ['Are they driven by themselves. /', 'qy']]",2866-87,1008,"Yeah,  /{D well } they might be car pooling too.  /Do they car pool in?  /Are they driven by themselves. /",,[]
" Well,  I do not know. How big a city is Rome?  I mean,  you have heard about Dallas,  and   th,  the  crime here is pretty bad . ",2970-0,2970-1,,,"[['{D Well, } I do not know.  /', 'h'], ['How big a city is Rome?  /', 'qw'], ['{E I mean, } you have heard about Dallas,  /', 'qy^d'], ['{C and } [ th-, + the ] crime here is pretty bad <laughter>. /', 'sd']]",2970-0,1015,"{D Well, } I do not know.  /How big a city is Rome?  /{E I mean, } you have heard about Dallas,  /{C and } [ th-, + the ] crime here is pretty bad <laughter>. /",,[]
"I would never, yeah. You just do not. Do not even bother. It is not worth it.  Uh,   the,   when we came back, I do not know if you have seen. I was in the super market this morning  and  on the cover of TIME magazine, there is a girl, she is in Boston? She is on the east coast somewhere. Real attractive young girl. College freshman,  I,   college coed. I think she is a freshman. She had been dating a fellow for several ",2970-0,2970-121,,,"[['I would never,  /', 'sd'], ['yeah.  /', '%'], ['You just do not.  /', 'sv'], ['Do not even bother.  /', 'sv'], ['It is not worth it.   /', 'sv'], ['{F Uh, } [ the, + ] when we came back, I do not know if you have seen.  /', 'qy^d'], ['I was in the super market this morning  /', 'sd'], ['{C and } on the cover of TIME magazine, there is a girl, she is in Boston?  /', 'sd'], ['She is on the east coast somewhere.  /', 'sd'], ['Real attractive young girl.  /', 'sd'], ['College freshman, [ I, + ] college coed.  /', 'sd'], ['I think she is a freshman.  /', 'sd'], ['She had been dating a fellow for several --', 'sd']]",2970-120,1015,"I would never,  /yeah.  /You just do not.  /Do not even bother.  /It is not worth it.   /{F Uh, } [ the, + ] when we came back, I do not know if you have seen.  /I was in the super market this morning  /{C and } on the cover of TIME magazine, there is a girl, she is in Boston?  /She is on the east coast somewhere.  /Real attractive young girl.  /College freshman, [ I, + ] college coed.  /I think she is a freshman.  /She had been dating a fellow for several --",,[]
" Oh,  for the sneakers. ",2970-0,2970-192,,,"[['{F Oh, } for the sneakers. /', 'qy^d']]",2970-191,1260,"{F Oh, } for the sneakers. /",,[]
" Uh,  and  per,    ti,   also in buses. I dont know if you ever got caught in a traffic jam behind a bus, ",2998-0,2998-46,,,"[['{F Uh, } and [ per-, + ] [ ti-, + ] also in buses.  /', '+'], [""I don't know if you ever got caught in a traffic jam behind a bus, /"", 'qy^d']]",2998-45,1257,"{F Uh, } and [ per-, + ] [ ti-, + ] also in buses.  /I don't know if you ever got caught in a traffic jam behind a bus, /",,[]
All local. Were they  like  all in Dallas? ,3067-0,3067-5,,,"[['All local.  /', 'qy^d'], ['Were they {D like } all in Dallas? /', 'qy']]",3067-4,1278,All local.  /Were they {D like } all in Dallas? /,,[]
Just from city to city then   . ,3067-0,3067-11,,,"[['Just from city to city then  ((   )) . /', 'qy^d']]",3067-10,1278,Just from city to city then  ((   )) . /,,[]
" Oh,    so,    so   you go back and visit with her anyway. Would you not? ",3067-0,3067-31,,,"[['{F Oh, } [ {C so, } + {C so } ] you go back and visit with her anyway.  /', 'qy^d'], ['Would you not? /', '^g']]",3067-30,1278,"{F Oh, } [ {C so, } + {C so } ] you go back and visit with her anyway.  /Would you not? /",,[]
"  But,    uh,   and   with children,  um,  you probably dont have time anyhow ",3205-0,3205-48,,,"[[""[ {C But, } +   {F uh, } {C and } ] with children, {F um, } you probably don't have time anyhow --"", 'qy^d']]",3205-47,1361,"[ {C But, } +   {F uh, } {C and } ] with children, {F um, } you probably don't have time anyhow --",,[]
"Okay,  so  you said that you live in Coppell. ",3237-0,3237-0,,,"[['Okay,  /', 'o'], ['{C so } you said that you live in Coppell. /', 'qy^d']]",,1004,"Okay,  /{C so } you said that you live in Coppell. /",,[]
" Oh,  I bet thats pretty. ",3237-0,3237-112,,,"[[""{F Oh, } I bet that's pretty. /"", 'qy^d']]",3237-111,1004,"{F Oh, } I bet that's pretty. /",,[]
"Uhhuh.  Well,  you have to, in Pennsylvania, boy, noise you have to really have your car winterized and stuff,  huh?  ",3288-0,3288-43,,,"[['Uh-huh.  /', 'aa'], ['{D Well, } you have to, in Pennsylvania, boy,  /', 'qy^d'], ['<noise> you have to really have your car winterized and stuff, {F huh? } /', 'qy^g']]",3288-42,1388,"Uh-huh.  /{D Well, } you have to, in Pennsylvania, boy,  /<noise> you have to really have your car winterized and stuff, {F huh? } /",,[]
"Ski,  you probably ski very well in Utah. ",3311-0,3311-105,,,"[['Ski, - /', '%'], ['you probably ski very well in Utah. /', 'qy^d']]",3311-104,1389,"Ski, - /you probably ski very well in Utah. /",,[]
 So  this is a topic of personal interest. ,3320-0,3320-29,,,"[['{C So } this is a topic of personal interest. /', 'qy^d']]",3320-28,1413,{C So } this is a topic of personal interest. /,,[]
"   S,    s,     so   you got a sign up there that says you got this alarm system . ",3320-0,3320-59,,,"[['[ [  {C S-, } + {C s-, } ] + {C so } ] you got a sign up there that says you got this alarm system <noise>. /', 'qy^d']]",3320-58,1413,"[ [  {C S-, } + {C s-, } ] + {C so } ] you got a sign up there that says you got this alarm system <noise>. /",,[]
Shes old. ,3325-0,3325-32,,,"[[""She's old. /"", 'qy^d']]",3325-31,1419,She's old. /,,[]
 then you broke your heart. ,3325-0,3325-38,,,"[['-- then you broke your heart. /', 'qy^d']]",3325-37,1419,-- then you broke your heart. /,,[]
" your cat sleep in the house?  They are,  they are  house cats. ",3325-0,3325-68,,,"[['-- your cat sleep in the house?  /', '+'], ['[ They are, + they are ] house cats. /', 'qy^d']]",3325-67,1419,"-- your cat sleep in the house?  /[ They are, + they are ] house cats. /",,[]
"Salt water or, ",3325-0,3325-136,,,"[['Salt water or, -/', 'qy^d']]",3325-135,1419,"Salt water or, -/",,[]
"I dont know if you ever watch  Gallagher  ,  you know,  hes one of the comedians   and   ",3382-0,3382-26,,,"[[""I don't know if you ever watch  (( Gallagher )) , {D you know, }  /"", 'qy^d'], [""he's one of the comedians  /"", 'sd'], ['[ {C and } -- +', 'sd']]",3382-25,1424,"I don't know if you ever watch  (( Gallagher )) , {D you know, }  /he's one of the comedians  /[ {C and } -- +",,[]
"Still,  uh,  they have,  I still remember   the,  the,   the  movie,  uh,  IN COLD BLOOD. I dont know if youve ever,  Im sure youre familiar with it,  but,  have you seen the movie? ",3509-0,3509-47,,,"[['Still, {F uh, } they have, - /', '%'], ['I still remember [ [ the, + the, ] + the ]  movie, {F uh, } IN COLD BLOOD.  /', 'sd'], [""I don't know if you've ever, - /"", 'qy^d'], [""I'm sure you're familiar with it,  /"", 'qy^d'], ['{C but, } have you seen the movie? /', 'qy']]",3509-46,1389,"Still, {F uh, } they have, - /I still remember [ [ the, + the, ] + the ]  movie, {F uh, } IN COLD BLOOD.  /I don't know if you've ever, - /I'm sure you're familiar with it,  /{C but, } have you seen the movie? /",,[]
Has a real bullets   and  the rest of them have blanks? ,3509-0,3509-61,,,"[['Has a real bullets - /', 'qy^d'], ['{C and } the rest of them have blanks? /', 'qy^d']]",3509-60,1389,Has a real bullets - /{C and } the rest of them have blanks? /,,[]
"You work for a big company, then. ",3550-0,3550-57,,,"[['You work for a big company, then. /', 'qy^d']]",3550-56,1349,"You work for a big company, then. /",,[]
 Hasnt left you stranded. ,3550-0,3550-130,,,"[[""<Laughter> Hasn't left you stranded. /"", 'qy^d']]",3550-129,1438,<Laughter> Hasn't left you stranded. /,,[]
"Yeah, okay.  But  youre still getting a good bit of the rain, though. ",3607-0,3607-12,,,"[['Yeah,  /', 'bk'], ['okay.  /', 'bk'], [""{C But } you're still getting a good bit of the rain, though. /"", 'qy^d']]",3607-11,1468,"Yeah,  /okay.  /{C But } you're still getting a good bit of the rain, though. /",,[]
