id,timestamp,text,speaker,reply_to,conversation_id,meta.tag,vectors,clean_text
2608-250,,Gumbo. /,1042,2608-249,2608-0,"[['Gumbo. /', 'qy^d']]",[],Gumbo. 
2641-13,,{C But } not cats. /,1211,2641-12,2641-0,"[['{C But } not cats. /', 'qy^d']]",[], But  not cats. 
2641-54,,"{F Oh, } except the kid,  /(( {F huh, } that's )) , -/",1235,2641-53,2641-0,"[['{F Oh, } except the kid,  /', 'qy^d'], [""(( {F huh, } that's )) , -/"", '%']]",[]," Oh,  except the kid,   huh,  thats  , "
2641-136,,"we were wondering if [ they, + {F uh, } they ] had  any special law for the horses in Central Park. /",1235,2641-135,2641-0,"[['we were wondering if [ they, + {F uh, } they ] had  any special law for the horses in Central Park. /', 'qy^d']]",[],"we were wondering if  they,   uh,  they  had any special law for the horses in Central Park. "
2669-12,,"{D Well } [ don't most of them, + doesn't just ]  about everything now have both metric and English. /",1059,2669-11,2669-0,"[[""{D Well } [ don't most of them, + doesn't just ]  about everything now have both metric and English. /"", 'qy^d']]",[]," Well   dont most of them,  doesnt just  about everything now have both metric and English. "
2669-44,,"{C And } one of the things that we've  run into a problem, - /course you're familiar [ with the T I drawing, {D well, } + with any drawing ] system --",1059,2669-43,2669-0,"[[""{C And } one of the things that we've  run into a problem, - /"", '%'], [""course you're familiar [ with the T I drawing, {D well, } + with any drawing ] system --"", 'qy^d']]",[]," And  one of the things that weve run into a problem,  course youre familiar  with the T I drawing,  well,   with any drawing  system "
2669-65,,About half a liter. /,1140,2669-64,2669-0,"[['About half a liter. /', 'qy^d']]",[],About half a liter. 
2932-46,,"{F Uh, } {C but } you were working downtown. /",1155,2932-45,2932-0,"[['{F Uh, } {C but } you were working downtown. /', 'qy^d']]",[]," Uh,   but  you were working downtown. "
2965-10,,"No,  /he hooked it up right.  /[ It, + it ] was just  that [ the, + the ] part [ just, + just ] didn't fit the car,  /{C so. } I took it back  /{C and, }  {F uh, }  [ [ he, + he ] took the alter-, + the guy [ in, + in ] the parts shop took the alternator ]  /{C and } he put it  on the little thing he has in there to test them  /{C and, }  {F uh, } he said there  was nothing wrong with the alternator  /{C so } [ we, + we ] went back and tried it  again, put it on again  /{C and } it still didn't work,  /{C and } we took the car up to,  {F um, } a little place called Pep Boys,  /I don't know if you have them in your area -- /",1024,2965-9,2965-0,"[['No,  /', 'nn'], ['he hooked it up right.  /', 'sd^e'], [""[ It, + it ] was just  that [ the, + the ] part [ just, + just ] didn't fit the car,  /"", 'sd'], ['{C so. } I took it back  /', 'sd'], ['{C and, }  {F uh, }  [ [ he, + he ] took the alter-, + the guy [ in, + in ] the parts shop took the alternator ]  /', 'sd'], ['{C and } he put it  on the little thing he has in there to test them  /', 'sd'], ['{C and, }  {F uh, } he said there  was nothing wrong with the alternator  /', 'sd'], ['{C so } [ we, + we ] went back and tried it  again, put it on again  /', 'sd'], [""{C and } it still didn't work,  /"", 'sd'], ['{C and } we took the car up to,  {F um, } a little place called Pep Boys,  /', 'sd'], [""I don't know if you have them in your area -- /"", 'qy^d']]",[],"No, he hooked it up right.  It,  it  was just that  the,  the  part  just,  just  didnt fit the car,  so.  I took it back  and,   uh,    he,  he  took the alter,  the guy  in,  in  the parts shop took the alternator   and  he put it on the little thing he has in there to test them  and,   uh,  he said there was nothing wrong with the alternator  so   we,  we  went back and tried it again, put it on again  and  it still didnt work,  and  we took the car up to,  um,  a little place called Pep Boys, I dont know if you have them in your area  "
3020-77,,"{D Well } you lived in France, /",1235,3020-76,3020-0,"[['{D Well } you lived in France, /', 'qy^d']]",[]," Well  you lived in France, "
3020-79,,{C so } you've been all through Europe. /,1235,3020-78,3020-0,"[[""{C so } you've been all through Europe. /"", 'qy^d']]",[], so  youve been all through Europe. 
3020-127,,{F Oh } you're adventurous.  /You went by yourself. /,1235,3020-126,3020-0,"[[""{F Oh } you're adventurous.  /"", 'ba'], ['You went by yourself. /', 'qy^d']]",[], Oh  youre adventurous. You went by yourself. 
3047-6,,"{F Uh, } <laughter> I guess you have not  reached the stage where you need to, {F uh, } promote a college or anything,  {F huh. } /",1171,3047-5,3047-0,"[['{F Uh, } <laughter> I guess you have not  reached the stage where you need to, {F uh, } promote a college or anything,  {F huh. } /', 'qy^d']]",[]," Uh,   I guess you have not reached the stage where you need to,  uh,  promote a college or anything,  huh.  "
3047-12,,# That # you are going to let them make. /,1171,3047-11,3047-0,"[['# That # you are going to let them make. /', 'qy^d']]",[], That  you are going to let them make. 
3047-110,,"{F Um, } because you went there. /",1171,3047-109,3047-0,"[['{F Um, } because you went there. /', 'qy^d']]",[]," Um,  because you went there. "
3052-4,,A concern of yours right now. /,1285,3052-3,3052-0,"[['A concern of yours right now. /', 'qy^d']]",[],A concern of yours right now. 
3052-14,,"{D Well, } even at that point, most care can be given [ at, +  in ] the home.  /<noise> That sound like just an excellent solution.  /You must feel real good about that. /",1285,3052-13,3052-0,"[['{D Well, } even at that point, most care can be given [ at, +  in ] the home.  /', 'sv'], ['<noise> That sound like just an excellent solution.  /', 'ba'], ['You must feel real good about that. /', 'qy^d']]",[]," Well,  even at that point, most care can be given  at,  in  the home. noise That sound like just an excellent solution. You must feel real good about that. "
3062-14,,"resource, which [ I'm, +  I was ] thrilled,  /I really was.  /[ I, + I ] just thought that was so neat, that they got him over that hump.  /{C And, }  {F um, } he's in the Herman Method of Reading.  /I don't know if you're,",1285,3062-13,3062-0,"[[""resource, which [ I'm, +  I was ] thrilled,  /"", '+'], ['I really was.  /', 'sd'], ['[ I, + I ] just thought that was so neat, that they got him over that hump.  /', 'sd'], [""{C And, }  {F um, } he's in the Herman Method of Reading.  /"", 'sd'], [""I don't know if you're,"", 'qy^d']]",[],"resource, which  Im,  I was  thrilled, I really was.  I,  I  just thought that was so neat, that they got him over that hump.  And,   um,  hes in the Herman Method of Reading. I dont know if youre,"
3062-45,,"{C So } [ she, + she ] was able to zero in. /",1281,3062-44,3062-0,"[['{C So } [ she, + she ] was able to zero in. /', 'qy^d']]",[]," So   she,  she  was able to zero in. "
3103-34,,She had high standards. /,1328,3103-33,3103-0,"[['She had high standards. /', 'qy^d']]",[],She had high standards. 
3207-62,,"{C So } [ it is, +  {D yeah, } {C and }  it must be ] rough for you too to see your grandmother. /",1389,3207-61,3207-0,"[['{C So } [ it is, +  {D yeah, } {C and }  it must be ] rough for you too to see your grandmother. /', 'qy^d']]",[]," So   it is,   yeah,   and  it must be  rough for you too to see your grandmother. "
3286-55,,"{F Oh, } {D well, } then you have first in the experience on immigration. /",1376,3286-54,3286-0,"[['{F Oh, } {D well, } then you have first in the experience on immigration. /', 'qy^d']]",[]," Oh,   well,  then you have first in the experience on immigration. "
3393-24,,"{F Oh, } if you had it early. /",1343,3393-23,3393-0,"[['{F Oh, } if you had it early. /', 'qy^d']]",[]," Oh,  if you had it early. "
3393-45,,"It kind of crept in  /{C and, } -/",1407,3393-44,3393-0,"[['It kind of crept in  /', 'qy^d'], ['{C and, } -/', '%']]",[],"It kind of crept in  and,  "
3397-9,,"No,  /{D well, } I guess kids are out. /",1389,3397-8,3397-0,"[['No,  /', 'b^m'], ['{D well, } I guess kids are out. /', 'qy^d']]",[],"No,  well,  I guess kids are out. "
3397-11,,Kids are out. /,1389,3397-10,3397-0,"[['Kids are out. /', 'qy^d']]",[],Kids are out. 
3397-33,,"That's good.  /At least you, {F uh, }  follow the game a little bit. /",1389,3397-32,3397-0,"[[""That's good.  /"", 'ba'], ['At least you, {F uh, }  follow the game a little bit. /', 'qy^d']]",[],"Thats good. At least you,  uh,  follow the game a little bit. "
3398-33,,"Uh-huh.  /{C So } [ in, + in ] your area then there's  probably a lot of, {F um, } career type people that have those type homes  /{C and } -- -/",1422,3398-32,3398-0,"[['Uh-huh.  /', 'b'], [""{C So } [ in, + in ] your area then there's  probably a lot of, {F um, } career type people that have those type homes  /"", 'qy^d'], ['{C and } -- -/', '%']]",[],"Uhhuh.  So   in,  in  your area then theres probably a lot of,  um,  career type people that have those type homes  and   "
3398-41,,"Uh-huh.  /{D Now } [ it's, +  {F um, } is it ] very wooded around  where you are,  /there lots of pretty trees and, -/",1422,3398-40,3398-0,"[['Uh-huh.  /', 'b'], [""{D Now } [ it's, +  {F um, } is it ] very wooded around  where you are,  /"", 'qy'], ['there lots of pretty trees and, -/', 'qy^d']]",[],"Uhhuh.  Now   its,   um,  is it  very wooded around where you are, there lots of pretty trees and, "
3398-49,,"<Laughter> A lot of leaves to rake up too, I bet. /",1422,3398-48,3398-0,"[['<Laughter> A lot of leaves to rake up too, I bet. /', 'qy^d']]",[]," A lot of leaves to rake up too, I bet. "
3447-48,,-- {C and } I guess you are. /,1004,3447-47,3447-0,"[['-- {C and } I guess you are. /', 'qy^d']]",[],  and  I guess you are. 
3447-68,,"That's right,  /that's right.  /I guess [ they're, the, +  isn't there a ] dress code, something about spaghetti straps,  /I'm not even sure what they are. /",1004,3447-67,3447-0,"[[""That's right,  /"", 'aa'], [""that's right.  /"", 'aa^r'], [""I guess [ they're, the, +  isn't there a ] dress code, something about spaghetti straps,  /"", 'qy^d'], [""I'm not even sure what they are. /"", 'sd']]",[],"Thats right, thats right. I guess  theyre, the,  isnt there a  dress code, something about spaghetti straps, Im not even sure what they are. "
3447-76,,"Okay,  /[ {C and, } +  {C and } ] your name was Lisa. /",1004,3447-75,3447-0,"[['Okay,  /', 'b'], ['[ {C and, } +  {C and } ] your name was Lisa. /', 'qy^d']]",[],"Okay,   and,    and   your name was Lisa. "
3491-19,,"No,  /it's just the old guys still. /",1325,3491-18,3491-0,"[['No,  /', 'b'], [""it's just the old guys still. /"", 'qy^d']]",[],"No, its just the old guys still. "
3491-70,,Not in a crowd like that. /,1464,3491-69,3491-0,"[['Not in a crowd like that. /', 'qy^d']]",[],Not in a crowd like that. 
3491-83,,"Right,  /{C so } he kind of was a cowboy type, too. /",1325,3491-82,3491-0,"[['Right,  /', 'b'], ['{C so } he kind of was a cowboy type, too. /', 'qy^d']]",[],"Right,  so  he kind of was a cowboy type, too. "
3491-85,,"Made all the decisions  /{C but, }  {F uh, }  Jean Luke does more of [ a, + a, ]",1325,3491-84,3491-0,"[['Made all the decisions  /', 'qy^d'], ['{C but, }  {F uh, }  Jean Luke does more of [ a, + a, ]', 'sv']]",[],"Made all the decisions  but,   uh,  Jean Luke does more of  a,  a, "
3515-35,,"Yeah,  /{C so } you guys can actually get ahead <laughter>. /",1168,3515-34,3515-0,"[['Yeah,  /', 'b'], ['{C so } you guys can actually get ahead <laughter>. /', 'qy^d']]",[],"Yeah,  so  you guys can actually get ahead . "
3517-13,,"{F Oh, } {D well, } you are seeing quite a  different climate and quite a different neighborhood. /",1349,3517-12,3517-0,"[['{F Oh, } {D well, } you are seeing quite a  different climate and quite a different neighborhood. /', 'qy^d']]",[]," Oh,   well,  you are seeing quite a different climate and quite a different neighborhood. "
3517-15,,You probably have enjoyed getting away from the snow. /,1349,3517-14,3517-0,"[['You probably have enjoyed getting away from the snow. /', 'qy^d']]",[],You probably have enjoyed getting away from the snow. 
3524-20,,<Laughter> They want to be with their friends.  /How old are your kids?  /Are they married or what? /,1001,3524-19,3524-0,"[['<Laughter> They want to be with their friends.  /', 'qy^d'], ['How old are your kids?  /', 'qw'], ['Are they married or what? /', 'qy']]",[], They want to be with their friends. How old are your kids? Are they married or what? 
3524-34,,"They have to see their other parent, I guess --",1001,3524-33,3524-0,"[['They have to see their other parent, I guess --', 'qy^d']]",[],"They have to see their other parent, I guess "
3541-24,,"{C And, }  {F uh, } I guess if people got thirty,  forty thousand bucks to spend on a car, {F uh, } that's their prerogative, {D you know } <laughter>.  /[ [ I, + I, ] + I ] don't have a whole of sympathy  (( on that )) .  /[ You, +   maybe you ] buy that, {D you know, }  /{C and } I don't mean to be # knocking, {F uh, } # -/",1168,3541-23,3541-0,"[[""{C And, }  {F uh, } I guess if people got thirty,  forty thousand bucks to spend on a car, {F uh, } that's their prerogative, {D you know } <laughter>.  /"", 'sv'], [""[ [ I, + I, ] + I ] don't have a whole of sympathy  (( on that )) .  /"", 'sd'], ['[ You, +   maybe you ] buy that, {D you know, }  /', 'qy^d'], [""{C and } I don't mean to be # knocking, {F uh, } # -/"", 'sd']]",[]," And,   uh,  I guess if people got thirty, forty thousand bucks to spend on a car,  uh,  thats their prerogative,  you know  .   I,  I,   I  dont have a whole of sympathy  on that  .  You,  maybe you  buy that,  you know,   and  I dont mean to be  knocking,  uh,   "
3636-36,,"Wow,  /that's got to be beautiful territory. /",1129,3636-35,3636-0,"[['Wow,  /', 'ba'], [""that's got to be beautiful territory. /"", 'qy^d']]",[],"Wow, thats got to be beautiful territory. "
3636-51,,"Yeah.  /{C But, }  they are huge.  /If you've never seen  them, [ it's, + it's ] very awe inspiring. /",1477,3636-50,3636-0,"[['Yeah.  /', 'b'], ['{C But, }  they are huge.  /', 'sd'], [""If you've never seen  them, [ it's, + it's ] very awe inspiring. /"", 'qy^d']]",[],"Yeah.  But,  they are huge. If youve never seen them,  its,  its  very awe inspiring. "
